tanggal,jenis_kejadian_bencana,kelurahan,kecamatan,wilayah,taksiran_kerugian,keterangan_jkb
3/5/2020,Penyelamatan,Kembangan Utara,Kembangan,Jakarta Barat,0,Penyelamatan Transportasi
3/5/2020,Kebakaran,Bendungan Hilir,Tanah Abang,Jakarta Pusat,"450,000,000",Bencana Kebakaran
3/5/2020,Kebakaran,Duren Sawit,Duren Sawit,Jakarta Timur,"5,000,000",Bencana Kebakaran
3/5/2020,Penyelamatan,Rawamangun,Pulogadung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
3/5/2020,Penyelamatan,Cijantung,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/5/2020,Penyelamatan,Kebon Pala,Makasar,Jakarta Timur,0,Penyelamatan Transportasi
3/5/2020,Penyelamatan,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Operasi Penyelamatan Lainnya
3/5/2020,Penyelamatan,Kembangan Utara,Kembangan,Jakarta Barat,0,Pengendalian Hewan
3/5/2020,Penyelamatan,Menteng,Menteng,Jakarta Pusat,0,Pengendalian Hewan
3/5/2020,Penyelamatan,Pegangsaan Dua,Kelapa Gading,Jakarta Utara,0,Pengendalian Hewan
3/5/2020,Penyelamatan,Lenteng Agung,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
3/5/2020,Penyelamatan,Palmerah,Palmerah,Jakarta Barat,0,Pengendalian Hewan
3/6/2020,Penyelamatan,Tanjung Duren Utara,Grogol Petamburan,Jakarta Barat,0,Operasi Penyelamatan Lainnya
3/6/2020,Kebakaran,Pisangan Baru,Matraman,Jakarta Timur,"1,000,000",Bencana Kebakaran
3/6/2020,Kebakaran,Bangka,Mampang Prapatan,Jakarta Selatan,0,Bencana Kebakaran
3/6/2020,Kebakaran,Semper Timur,Cilincing,Jakarta Utara,0,Bencana Kebakaran
3/6/2020,Penyelamatan,Cakung Timur,Cakung,Jakarta Timur,0,Pengendalian Hewan
3/6/2020,Penyelamatan,Duren Sawit,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
3/6/2020,Kebakaran,Petukangan Utara,Pesanggrahan,Jakarta Selatan,"5,000,000",Bencana Kebakaran
3/6/2020,Penyelamatan,Cijantung,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/6/2020,Penyelamatan,Lebak Bulus,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
3/6/2020,Penyelamatan,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/6/2020,Penyelamatan,Selong,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
3/6/2020,Penyelamatan,Tugu Selatan,Koja,Jakarta Utara,0,Pengendalian Hewan
3/6/2020,Kebakaran,Ancol,Pademangan,Jakarta Utara,"80,000,000",Bencana Kebakaran
3/6/2020,Penyelamatan,Rorotan,Cilincing,Jakarta Utara,0,Pengendalian Hewan
3/6/2020,Kebakaran,Pegangsaan Dua,Kelapa Gading,Jakarta Utara,0,Bencana Kebakaran
3/6/2020,Penyelamatan,Kelapa Gading Timur,Kelapa Gading,Jakarta Utara,0,Pengendalian Hewan
3/6/2020,Penyelamatan,Warakas,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
3/6/2020,Kebakaran,Lebak Bulus,Cilandak,Jakarta Selatan,0,Bencana Kebakaran
3/6/2020,Penyelamatan,Jati,Pulogadung,Jakarta Timur,0,Pengendalian Hewan
3/6/2020,Penyelamatan,Bambu Apus,Cipayung,Jakarta Timur,0,Pengendalian Hewan
3/6/2020,Penyelamatan,Cilangkap,Cipayung,Jakarta Timur,0,Pengendalian Hewan
3/6/2020,Penyelamatan,Cakung barat,Cakung,Jakarta Timur,0,Penyelamatan Transportasi
3/6/2020,Penyelamatan,Pekayon,Pasar Rebo,Jakarta Timur,0,Penyelamatan Transportasi
3/7/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Kerja Bakti
3/7/2020,Penyelamatan,Menteng,Menteng,Jakarta Pusat,0,Pengendalian Hewan
3/7/2020,Penyelamatan,Kebon Melati,Tanah Abang,Jakarta Pusat,0,Pengendalian Hewan
3/7/2020,Penyelamatan,Pejaten Barat,Pasar Minggu,Jakarta Selatan,0,Penyelamatan Transportasi
3/7/2020,Kebakaran,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,"10,000,000",Bencana Kebakaran
3/7/2020,Penyelamatan,Palmerah,Palmerah,Jakarta Barat,0,Pengendalian Hewan
3/7/2020,Penyelamatan,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
3/7/2020,Penyelamatan,Kembangan selatan,Kembangan,Jakarta Barat,0,Pengendalian Hewan
3/7/2020,Penyelamatan,Cijantung,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/7/2020,Kebakaran,Kalibaru,Cilincing,Jakarta Utara,"30,000,000",Bencana Kebakaran
3/7/2020,Penyelamatan,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
3/7/2020,Penyelamatan,Johar Baru,Johar Baru,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
3/7/2020,Penyelamatan,kembangan utara,Kembangan,Jakarta Barat,0,Pengendalian Hewan
3/7/2020,Penyelamatan,Lebak Bulus,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
3/7/2020,Penyelamatan,Menteng dalam,Tebet,Jakarta Selatan,0,Pengendalian Hewan
3/7/2020,Penyelamatan,Kebon Baru,Tebet,Jakarta Selatan,0,Evakuasi Banjir / Penyelamatan Air 
3/7/2020,Kebakaran,Karet semanggi,Setiabudi,Jakarta Selatan,"500,000,000",Bencana Kebakaran
3/7/2020,Penyelamatan,Rawajati,Pancoran,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
3/7/2020,Penyelamatan,Pulo Gebang,Cakung,Jakarta Timur,0,Pengendalian Hewan
3/7/2020,Penyelamatan,Malaka Sari,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
3/8/2020,Kebakaran,Pluit,Penjaringan,Jakarta Utara,0,Bencana Kebakaran
3/8/2020,Penyelamatan,Lebak Bulus,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
3/8/2020,Kebakaran,Lenteng Agung,Jagakarsa,Jakarta Selatan,0,Bencana Kebakaran
3/8/2020,Kebakaran,Bendungan Hilir,Tanah Abang,Jakarta Pusat,0,Bencana Kebakaran
3/8/2020,Kebakaran,Kedoya Utara,Kebun Jeruk,Jakarta Barat,"100,000,000",Bencana Kebakaran
3/8/2020,Penyelamatan,Rawamangun,Pulogadung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
3/8/2020,Bantuan Operasi,Penggilingan,Cakung,Jakarta Timur,0,Kerja Bakti
3/8/2020,Kebakaran,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,"500,000,000",Bencana Kebakaran
3/8/2020,Kebakaran,Pekojan,Tambora,Jakarta Barat,"4,000,000",Bencana Kebakaran
3/8/2020,Kebakaran,Cilandak Barat,Cilandak,Jakarta Selatan,"15,000,000",Bencana Kebakaran
3/8/2020,Kebakaran,Cipedak,Jagakarsa,Jakarta Selatan,"15,000,000",Bencana Kebakaran
3/8/2020,Penyelamatan,Ceger,Cipayung,Jakarta Timur,"1,000,000",Penyelamatan Transportasi
3/8/2020,Penyelamatan,Cijantung,Pasar Rebo,Jakarta Timur,0,Operasi Penyelamatan Lainnya
3/8/2020,Kebakaran,Jelambar Baru,Grogol Petamburan,Jakarta Barat,"5,000,000",Bencana Kebakaran
3/8/2020,Penyelamatan,Semanan,Kalideres,Jakarta Barat,0,Pengendalian Hewan
3/8/2020,Kebakaran,Jatinegara,Cakung,Jakarta Timur,0,Bencana Kebakaran
3/8/2020,Penyelamatan,Cililitan,Kramat Jati,Jakarta Timur,0,Pengendalian Hewan
3/8/2020,Penyelamatan,Kampung Bali,Tanah Abang,Jakarta Pusat,0,Pengendalian Hewan
3/8/2020,Penyelamatan,Kelapa Dua wetan,Ciracas,Jakarta Timur,0,Pengendalian Hewan
3/8/2020,Penyelamatan,Kebon Manggis,Matraman,Jakarta Timur,0,Penyelamatan Transportasi
3/8/2020,Penyelamatan,Bintaro,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
3/8/2020,Penyelamatan,Kebon Pala,Makasar,Jakarta Timur,0,Pengendalian Hewan
3/8/2020,Penyelamatan,Rawajati,Pancoran,Jakarta Selatan,0,Pengendalian Hewan
3/8/2020,Penyelamatan,Kebon Baru,Tebet,Jakarta Selatan,0,Evakuasi Banjir / Penyelamatan Air 
3/8/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Pengendalian Hewan
3/8/2020,Bantuan Operasi,Gondangdia,Menteng,Jakarta Pusat,0,Kesiagaan/Penjagaan
3/9/2020,Penyelamatan,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
3/9/2020,Penyelamatan,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,0,Pengendalian Hewan
3/9/2020,Kebakaran,Cipinang Besar Utara,Jatinegara,Jakarta Timur,"10,000,000",Bencana Kebakaran
3/9/2020,Penyelamatan,Kramat,Senen,Jakarta Pusat,0,Pengendalian Hewan
3/9/2020,Penyelamatan,Pegangsaan Dua,Kelapa Gading,Jakarta Utara,0,Operasi Penyelamatan Lainnya
3/9/2020,Penyelamatan,Lebak Bulus,Cilandak,Jakarta Selatan,0,Pohon Tumbang
3/9/2020,Penyelamatan,Pondok Ranggon,Cipayung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
3/9/2020,Penyelamatan,Klender,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
3/9/2020,Penyelamatan,Pekayon,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/9/2020,Penyelamatan,Kalibata,Pancoran,Jakarta Selatan,0,Pengendalian Hewan
3/9/2020,Penyelamatan,Pekayon,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/9/2020,Penyelamatan,Kembangan Utara,Kembangan,Jakarta Barat,0,Operasi Penyelamatan Lainnya
3/9/2020,Penyelamatan,Papanggo,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
3/9/2020,Penyelamatan,Koja,Koja,Jakarta Utara,0,Pengendalian Hewan
3/9/2020,Penyelamatan,Cideng,Gambir,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
3/9/2020,Penyelamatan,Pekayon,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/10/2020,Penyelamatan,Kebon Manggis,Matraman,Jakarta Timur,0,Operasi Penyelamatan Lainnya
3/10/2020,Kebakaran,Utan Kayu Selatan,Matraman,Jakarta Timur,"1,000,000",Bencana Kebakaran
3/10/2020,Kebakaran,Setu,Cipayung,Jakarta Timur,"10,000,000",Bencana Kebakaran
3/10/2020,Penyelamatan,Baru,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/10/2020,Kebakaran,Sungai Bambu,Tanjung Priok,Jakarta Utara,0,Bencana Kebakaran
3/10/2020,Penyelamatan,Ciganjur,Jagakarsa,Jakarta Selatan,0,Penyelamatan Beda Ketinggian
3/10/2020,Penyelamatan,Halim Perdana Kusuma,Makasar,Jakarta Timur,0,Pengendalian Hewan
3/10/2020,Penyelamatan,Cibubur,Ciracas,Jakarta Timur,0,Pengendalian Hewan
3/10/2020,Penyelamatan,Kebayoran lama Utara,Kebayoran Lama,Jakarta Selatan,0,Pengendalian Hewan
3/10/2020,Kebakaran,Kampung Bali,Tanah Abang,Jakarta Pusat,0,Bencana Kebakaran
3/10/2020,Penyelamatan,Cipete Utara,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
3/10/2020,Penyelamatan,Pejaten Timur,Pasar Minggu,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
3/10/2020,Penyelamatan,Rorotan,Cilincing,Jakarta Utara,0,Pengendalian Hewan
3/10/2020,Penyelamatan,Pulo,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
3/10/2020,Penyelamatan,Ragunan,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/11/2020,Kebakaran,Kelapa Gading Timur,Kelapa Gading,Jakarta Utara,"250,000,000",Bencana Kebakaran
3/10/2020,Penyelamatan,Palmerah,Palmerah,Jakarta Barat,0,Pengendalian Hewan
3/10/2020,Kebakaran,Srengseng,Kembangan,Jakarta Barat,"10,000,000",Bencana Kebakaran
3/11/2020,Kebakaran,Sungai Bambu,Tanjung Priok,Jakarta Utara,"300,000,000",Bencana Kebakaran
3/10/2020,Penyelamatan,Wijaya Kusuma,Grogol Petamburan,Jakarta Barat,0,Pengendalian Hewan
3/10/2020,Penyelamatan,Kamal,Kalideres,Jakarta Barat,0,Pengendalian Hewan
3/11/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Pohon Tumbang
3/11/2020,Penyelamatan,Sunter Agung,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
3/11/2020,Kebakaran,Tegal Parang,Mampang Prapatan,Jakarta Selatan,"500,000",Bencana Kebakaran
3/11/2020,Penyelamatan,Cilandak Barat,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
3/11/2020,Penyelamatan,Pasar minggu,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/11/2020,Penyelamatan,Pejaten Timur,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/11/2020,Bantuan Operasi,Bendungan Hilir,Tanah Abang,Jakarta Pusat,0,Kerja Bakti
3/11/2020,Bantuan Operasi,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,0,Kerja Bakti
3/11/2020,Bantuan Operasi,Harapan Mulia,Kemayoran,Jakarta Pusat,0,Kerja Bakti
3/11/2020,Bantuan Operasi,Kramat,Senen,Jakarta Pusat,0,Kerja Bakti
3/11/2020,Kebakaran,Ragunan,Pasar Minggu,Jakarta Selatan,0,Bencana Kebakaran
3/11/2020,Penyelamatan,Bintaro,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
3/11/2020,Penyelamatan,Pondok Bambu,Duren Sawit,Jakarta Timur,0,Pohon Tumbang
3/11/2020,Penyelamatan,Tebet Timur,Tebet,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
3/12/2020,Penyelamatan,Kebayoran lama Utara,Kebayoran Lama,Jakarta Selatan,0,Pengendalian Hewan
3/12/2020,Kebakaran,Kayu Putih,Pulogadung,Jakarta Timur,"500,000,000",Bencana Kebakaran
3/12/2020,Penyelamatan,Manggarai,Tebet,Jakarta Selatan,0,Pengendalian Hewan
3/12/2020,Bantuan Operasi,Tebet Barat,Tebet,Jakarta Selatan,0,Bantuan Operasi Lainnya
3/12/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Penyelamatan Transportasi
3/12/2020,Penyelamatan,Penggilingan,Cakung,Jakarta Timur,0,Pengendalian Hewan
3/12/2020,Penyelamatan,Kebon Manggis,Matraman,Jakarta Timur,0,Operasi Penyelamatan Lainnya
3/12/2020,Kebakaran,Bangka,Mampang Prapatan,Jakarta Selatan,0,Bencana Kebakaran
3/12/2020,Bantuan Operasi,Cakung barat,Cakung,Jakarta Timur,0,Kesiagaan/Penjagaan
3/12/2020,Kebakaran,Karang Anyar,Sawah Besar,Jakarta Pusat,"1,000,000",Bencana Kebakaran
3/12/2020,Penyelamatan,Pondok pinang,Kebayoran Lama,Jakarta Selatan,0,Pengendalian Hewan
3/12/2020,Penyelamatan,Bintaro,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
3/13/2020,Penyelamatan,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
3/13/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Operasi Penyelamatan Lainnya
3/12/2020,Penyelamatan,Pluit,Penjaringan,Jakarta Utara,0,Pengendalian Hewan
3/12/2020,Penyelamatan,Ciganjur,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
3/13/2020,Penyelamatan,Semanan,Kalideres,Jakarta Barat,0,Pengendalian Hewan
3/13/2020,Penyelamatan,Kebon bawang,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
3/13/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Operasi Penyelamatan Lainnya
3/13/2020,Penyelamatan,Utan Kayu Utara,Matraman,Jakarta Timur,0,Pengendalian Hewan
3/13/2020,Penyelamatan,Sunter Agung,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
3/13/2020,Penyelamatan,Kelapa Gading Timur,Kelapa Gading,Jakarta Utara,0,Operasi Penyelamatan Lainnya
3/13/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
3/13/2020,Kebakaran,Petogogan,Kebayoran Baru,Jakarta Selatan,0,Bencana Kebakaran
3/13/2020,Penyelamatan,Ciracas,Ciracas,Jakarta Timur,0,Pengendalian Hewan
3/13/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/13/2020,Kebakaran,Rawamangun,Pulogadung,Jakarta Timur,"15,000,000",Bencana Kebakaran
3/13/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Operasi Penyelamatan Lainnya
3/13/2020,Penyelamatan,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/13/2020,Penyelamatan,Ragunan,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/13/2020,Penyelamatan,Ciracas,Ciracas,Jakarta Timur,0,Pengendalian Hewan
3/13/2020,Kebakaran,Pejaten Timur,Pasar Minggu,Jakarta Selatan,"2,000,000",Bencana Kebakaran
3/13/2020,Kebakaran,Kemayoran,Kemayoran,Jakarta Pusat,"5,000,000",Bencana Kebakaran
3/13/2020,Kebakaran,Kramat,Senen,Jakarta Pusat,"700,000",Bencana Kebakaran
3/13/2020,Bantuan Operasi,Cawang,Kramat Jati,Jakarta Timur,0,Kerja Bakti
3/13/2020,Bantuan Operasi,Pasar Baru,Sawah Besar,Jakarta Pusat,0,Kesiagaan/Penjagaan
3/14/2020,Kebakaran,Kebon Bawang,Tanjung Priok,Jakarta Utara,"50,000,000",Bencana Kebakaran
3/14/2020,Kebakaran,Kebayoran lama Utara,Kebayoran Lama,Jakarta Selatan,0,Bencana Kebakaran
3/14/2020,Kebakaran,Ciracas,Ciracas,Jakarta Timur,0,Bencana Kebakaran
3/14/2020,Penyelamatan,Petogogan,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
3/14/2020,Penyelamatan,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,0,Pengendalian Hewan
3/14/2020,Penyelamatan,Kebon Manggis,Matraman,Jakarta Timur,0,Operasi Penyelamatan Lainnya
3/14/2020,Kebakaran,Semper Barat,Cilincing,Jakarta Utara,"5,000,000",Bencana Kebakaran
3/14/2020,Penyelamatan,Cipinang Besar Selatan,Jatinegara,Jakarta Timur,0,Evakuasi Banjir / Penyelamatan Air 
3/14/2020,Penyelamatan,Cipedak,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
3/14/2020,Penyelamatan,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
3/14/2020,Penyelamatan,Gedong,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/14/2020,Penyelamatan,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,0,Pengendalian Hewan
3/14/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/14/2020,Kebakaran,Pulogadung,Pulogadung,Jakarta Timur,"2,000,000",Bencana Kebakaran
3/14/2020,Bantuan Operasi,Melawai,Kebayoran Baru,Jakarta Selatan,0,Kesiagaan/Penjagaan
3/15/2020,Penyelamatan,Lebak Bulus,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
3/14/2020,Penyelamatan,Duri Kosambi,Cengkareng,Jakarta Barat,0,Evakuasi Banjir / Penyelamatan Air 
3/15/2020,Kebakaran,pulo,Kebayoran Baru,Jakarta Selatan,0,Bencana Kebakaran
3/15/2020,Penyelamatan,Pesanggrahan,Pesanggrahan,Jakarta Selatan,0,Penyelamatan Transportasi
3/15/2020,Penyelamatan,Cilandak timur,Pasar Minggu,Jakarta Selatan,0,Pohon Tumbang
3/15/2020,Penyelamatan,Ciracas,Ciracas,Jakarta Timur,0,Pengendalian Hewan
3/15/2020,Penyelamatan,Pondok Kopi,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
3/15/2020,Penyelamatan,Cilangkap,Cipayung,Jakarta Timur,0,Penyelamatan Transportasi
3/15/2020,Penyelamatan,Pondok kopi,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
3/15/2020,Penyelamatan,Cakung barat,Cakung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
3/15/2020,Penyelamatan,cipayung,Cipayung,Jakarta Timur,0,Pengendalian Hewan
3/15/2020,Bantuan Operasi,Semper Barat,Cilincing,Jakarta Utara,0,Kerja Bakti
3/15/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Kesiagaan/Penjagaan
3/15/2020,Penyelamatan,Tomang,Grogol Petamburan,Jakarta Barat,0,Pengendalian Hewan
3/16/2020,Penyelamatan,Gedong,Pasar Rebo,Jakarta Timur,0,Penyelamatan Transportasi
3/16/2020,Kebakaran,Cilandak Barat,Cilandak,Jakarta Selatan,0,Bencana Kebakaran
3/16/2020,Penyelamatan,Lebak Bulus,Cilandak,Jakarta Selatan,0,Penyelamatan Transportasi
3/16/2020,Penyelamatan,Kebon Manggis,Matraman,Jakarta Timur,0,Operasi Penyelamatan Lainnya
3/16/2020,Kebakaran,Bale Kambang,Kramat Jati,Jakarta Timur,"110,000,000",Bencana Kebakaran
3/16/2020,Penyelamatan,Cakung Barat,Cakung,Jakarta Timur,0,Pengendalian Hewan
3/16/2020,Kebakaran,Malaka Jaya,Duren Sawit,Jakarta Timur,"1,000,000",Bencana Kebakaran
3/16/2020,Penyelamatan,Ciganjur,Jagakarsa,Jakarta Selatan,0,Pohon Tumbang
3/16/2020,Penyelamatan,Munjul,Cipayung,Jakarta Timur,0,Pengendalian Hewan
3/16/2020,Penyelamatan,Jembatan Besi,Tambora,Jakarta Barat,0,Evakuasi Banjir / Penyelamatan Air 
3/16/2020,Kebakaran,Cengkareng Timur,Cengkareng,Jakarta Barat,"4,000,000",Bencana Kebakaran
3/16/2020,Penyelamatan,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Pohon Tumbang
3/17/2020,Kebakaran,Lebak Bulus,Cilandak,Jakarta Selatan,"2,000,000",Bencana Kebakaran
3/17/2020,Kebakaran,Kebon Kacang,Tanah Abang,Jakarta Pusat,0,Bencana Kebakaran
3/17/2020,Penyelamatan,Jembatan Besi,Tambora,Jakarta Barat,0,Evakuasi Banjir / Penyelamatan Air 
3/17/2020,Kebakaran,Cibubur,Ciracas,Jakarta Timur,"600,000,000",Bencana Kebakaran
3/17/2020,Bantuan Operasi,Petogogan,Kebayoran Baru,Jakarta Selatan,0,Kesiagaan/Penjagaan
3/17/2020,Penyelamatan,Pesanggrahan,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
3/17/2020,Penyelamatan,Pademangan Barat,Pademangan,Jakarta Utara,0,Pengendalian Hewan
3/17/2020,Penyelamatan,Karet Kuningan,Setiabudi,Jakarta Selatan,0,Pengendalian Hewan
3/17/2020,Penyelamatan,Cipedak,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
3/17/2020,Penyelamatan,Bambu Apus,Cipayung,Jakarta Timur,0,Pengendalian Hewan
3/17/2020,Penyelamatan,Kalibata,Pancoran,Jakarta Selatan,0,Pengendalian Hewan
3/17/2020,Penyelamatan,Tugu Utara,Koja,Jakarta Utara,0,Pengendalian Hewan
3/18/2020,Kebakaran,Jati,Pulogadung,Jakarta Timur,"30,000,000",Bencana Kebakaran
3/18/2020,Kebakaran,Petukangan Selatan,Pesanggrahan,Jakarta Selatan,"500,000,000",Bencana Kebakaran
3/18/2020,Kebakaran,Kalibata,Pancoran,Jakarta Selatan,0,Bencana Kebakaran
3/17/2020,Kebakaran,Krukut,Tamansari,Jakarta Barat,0,Bencana Kebakaran
3/17/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/17/2020,Kebakaran,Lebak Bulus,Cilandak,Jakarta Selatan,0,Bencana Kebakaran
3/17/2020,Penyelamatan,Gandaria selatan,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
3/18/2020,Penyelamatan,Rorotan,Cilincing,Jakarta Utara,0,Operasi Penyelamatan Lainnya
3/18/2020,Penyelamatan,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
3/18/2020,Penyelamatan,Pekayon,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/18/2020,Penyelamatan,Jati,Pulogadung,Jakarta Timur,0,Pengendalian Hewan
3/18/2020,Penyelamatan,cipayung,Cipayung,Jakarta Timur,0,Pengendalian Hewan
3/18/2020,Kebakaran,Cilandak Barat,Cilandak,Jakarta Selatan,0,Bencana Kebakaran
3/18/2020,Penyelamatan,Kebon Bawang,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
3/18/2020,Penyelamatan,Kebon Pala,Makasar,Jakarta Timur,0,Pengendalian Hewan
3/19/2020,Kebakaran,Sunter Agung,Tanjung Priok,Jakarta Utara,"1,000,000",Bencana Kebakaran
3/19/2020,Bantuan Operasi,Rawa Bunga,Jatinegara,Jakarta Timur,0,Bantuan Operasi Lainnya
3/18/2020,Kebakaran,Keagungan,Tamansari,Jakarta Barat,"150,000,000",Bencana Kebakaran
3/18/2020,Penyelamatan,Kalideres,Kalideres,Jakarta Barat,0,Pengendalian Hewan
3/19/2020,Penyelamatan,Gedong,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/19/2020,Penyelamatan,kalisari,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/19/2020,Penyelamatan,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/19/2020,Kebakaran,Srengseng sawah,Jagakarsa,Jakarta Selatan,0,Bencana Kebakaran
3/19/2020,Kebakaran,Pejaten Barat,Pasar Minggu,Jakarta Selatan,"150,000,000",Bencana Kebakaran
3/19/2020,Kebakaran,Lagoa,Koja,Jakarta Utara,0,Bencana Kebakaran
3/20/2020,Kebakaran,Ujung Menteng,Cakung,Jakarta Timur,"200,000,000",Bencana Kebakaran
3/20/2020,Kebakaran,Rawamangun,Pulogadung,Jakarta Timur,"300,000,000",Bencana Kebakaran
3/20/2020,Kebakaran,Pulo gebang,Cakung,Jakarta Timur,"100,000,000",Bencana Kebakaran
3/20/2020,Penyelamatan,Kalisari,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/20/2020,Penyelamatan,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
3/20/2020,Bantuan Operasi,Karet Tengsin,Tanah Abang,Jakarta Pusat,0,Penyedotan genangan Air
3/20/2020,Kebakaran,Rawa badak utara,Koja,Jakarta Utara,"10,000,000",Bencana Kebakaran
3/20/2020,Penyelamatan,Pademangan Timur,Pademangan,Jakarta Utara,0,Pengendalian Hewan
3/20/2020,Bantuan Operasi,Kelapa Gading Timur,Kelapa Gading,Jakarta Utara,0,Kerja Bakti
3/20/2020,Penyelamatan,Palmerah,Palmerah,Jakarta Barat,0,Pengendalian Hewan
3/20/2020,Bantuan Operasi,Cilandak Timur,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
