tanggal,jenis_kejadian_bencana,kelurahan,kecamatan,wilayah,taksiran_kerugian,keterangan_jkb
6/20/2020,Penyelamatan,Utan Kayu Utara,Matraman,Jakarta Timur,0,Pohon Tumbang
6/20/2020,Bantuan Operasi,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/20/2020,Bantuan Operasi,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/20/2020,Penyelamatan,Tugu Utara,Koja,Jakarta Utara,0,Pengendalian Hewan
6/20/2020,Kebakaran,Pondok Bambu,Duren Sawit,Jakarta Timur,"100,000,000",Bencana Kebakaran
6/20/2020,Penyelamatan,Cibubur,Ciracas,Jakarta Timur,0,Pengendalian Hewan
6/20/2020,Penyelamatan,Cilangkap,Cipayung,Jakarta Timur,0,Pengendalian Hewan
6/20/2020,Bantuan Operasi,Kebon Melati,Tanah Abang,Jakarta Pusat,0,Bantuan Operasi Lainnya
6/20/2020,Kebakaran,Galur,Johar Baru,Jakarta Pusat,"75,000",Bencana Kebakaran
6/20/2020,Penyelamatan,Sukabumi Selatan,Kebun Jeruk,Jakarta Barat,0,Pengendalian Hewan
6/21/2020,Kebakaran,Kamal,Kalideres,Jakarta Barat,"5,000,000",Bencana Kebakaran
6/21/2020,Penyelamatan,Kebon Manggis,Matraman,Jakarta Timur,0,Pertolongan Gawat Darurat (Ambulan).
6/21/2020,Kebakaran,Sukapura,Cilincing,Jakarta Utara,"10,000,000",Bencana Kebakaran
6/21/2020,Kebakaran,Kemanggisan,Palmerah,Jakarta Barat,"420,000,000",Bencana Kebakaran
6/21/2020,Kebakaran,Bidara Cina,Jatinegara,Jakarta Timur,0,Bencana Kebakaran
6/21/2020,Penyelamatan,Mangga Dua Selatan,Sawah Besar,Jakarta Pusat,0,Pengendalian Hewan
6/21/2020,Penyelamatan,Sunter Agung,Tanjung Priok,Jakarta Utara,0,Pengendalian Hewan
6/21/2020,Penyelamatan,Joglo,Kembangan,Jakarta Barat,0,Pengendalian Hewan
6/21/2020,Penyelamatan,Pegadungan,Kalideres,Jakarta Barat,0,Pengendalian Hewan
6/21/2020,Kebakaran,KAlideres,Kalideres,Jakarta Barat,0,Bencana Kebakaran
6/21/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
6/21/2020,Penyelamatan,Ragunan,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
6/21/2020,Penyelamatan,Srengseng Sawah,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
6/21/2020,Penyelamatan,Srengseng Sawah,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
6/21/2020,Penyelamatan,Cengkareng Barat,Cengkareng,Jakarta Barat,0,Operasi Penyelamatan Lainnya
6/22/2020,Kebakaran,Kemanggisan,Palmerah,Jakarta Barat,0,Bencana Kebakaran
6/22/2020,Penyelamatan,Pancoran,Pancoran,Jakarta Selatan,0,Pengendalian Hewan
6/22/2020,Penyelamatan,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
6/22/2020,Kebakaran,Sunter Agung,Tanjung Priok,Jakarta Utara,0,Bencana Kebakaran
6/22/2020,Kebakaran,Duren sawit,Duren Sawit,Jakarta Timur,"200,000,000",Bencana Kebakaran
6/22/2020,Penyelamatan,Bambu Apus,Cipayung,Jakarta Timur,0,Pengendalian Hewan
6/22/2020,Penyelamatan,Rawajati,Pancoran,Jakarta Selatan,0,Pohon Tumbang
6/22/2020,Penyelamatan,Penggilingan,Cakung,Jakarta Timur,0,Pengendalian Hewan
6/22/2020,Penyelamatan,Bintaro,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
6/22/2020,Kebakaran,Pejaten Barat,Pasar Minggu,Jakarta Selatan,0,Bencana Kebakaran
6/23/2020,Kebakaran,Kapuk Muara,Penjaringan,Jakarta Utara,0,Bencana Kebakaran
6/22/2020,Penyelamatan,Koja,Koja,Jakarta Utara,"500,000",Penyelamatan Transportasi
6/23/2020,Penyelamatan,Rawa Badak Utara,Koja,Jakarta Utara,0,Operasi Penyelamatan Lainnya
6/23/2020,Penyelamatan,Lagoa,Koja,Jakarta Utara,0,Pertolongan Gawat Darurat (Ambulan).
6/23/2020,Kebakaran,Kamal Muara,Penjaringan,Jakarta Utara,"5,000,000",Bencana Kebakaran
6/23/2020,Penyelamatan,Cengkareng Barat,Cengkareng,Jakarta Barat,0,Operasi Penyelamatan Lainnya
6/23/2020,Kebakaran,Duri Kepa,Kebun Jeruk,Jakarta Barat,"50,000,000",Bencana Kebakaran
6/23/2020,Kebakaran,Palmerah,Palmerah,Jakarta Barat,"1,000,000",Bencana Kebakaran
6/23/2020,Penyelamatan,Kedoya Selatan,Kebun Jeruk,Jakarta Barat,0,Evakuasi Banjir / Penyelamatan Air 
6/23/2020,Penyelamatan,Kedoya Selatan,Kebun Jeruk,Jakarta Barat,0,Pengendalian Hewan
6/23/2020,Penyelamatan,Menteng Dalam,Tebet,Jakarta Selatan,0,Pengendalian Hewan
6/24/2020,Penyelamatan,Srengseng Sawah,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
6/23/2020,Bantuan Operasi,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/23/2020,Bantuan Operasi,Mampang Prapatan,Mampang Prapatan,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/24/2020,Penyelamatan,Kedoya Selatan,Kebun Jeruk,Jakarta Barat,0,Evakuasi Banjir / Penyelamatan Air 
6/24/2020,Penyelamatan,Joglo,Kembangan,Jakarta Barat,0,Pengendalian Hewan
6/24/2020,Penyelamatan,Cengkareng Barat,Cengkareng,Jakarta Barat,0,Operasi Penyelamatan Lainnya
6/24/2020,Kebakaran,Tegal Alur,Kalideres,Jakarta Barat,0,Bencana Kebakaran
6/24/2020,Kebakaran,Krukut,Tamansari,Jakarta Barat,0,Bencana Kebakaran
6/24/2020,Kebakaran,Cibubur,Ciracas,Jakarta Timur,"10,000,000",Bencana Kebakaran
6/24/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Pengendalian Hewan
6/24/2020,Penyelamatan,Pejagalan,Penjaringan,Jakarta Utara,0,Pengendalian Hewan
6/24/2020,Kebakaran,Gunung,Kebayoran Baru,Jakarta Selatan,"50,000,000",Bencana Kebakaran
6/24/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
6/24/2020,Penyelamatan,Pasar Minggu,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
6/24/2020,Penyelamatan,Cilandak Barat,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
6/25/2020,Kebakaran,Kamal Muara,Penjaringan,Jakarta Utara,"3,000,000,000",Bencana Kebakaran
6/25/2020,Kebakaran,Sunter Agung,Tanjung Priok,Jakarta Utara,"10,000,000",Bencana Kebakaran
6/25/2020,Kebakaran,Sukapura,Cilincing,Jakarta Utara,0,Bencana Kebakaran
6/25/2020,Kebakaran,Cipete Selatan,Cilandak,Jakarta Selatan,"800,000,000",Bencana Kebakaran
6/25/2020,Penyelamatan,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
6/25/2020,Penyelamatan,Gelora,Tanah Abang,Jakarta Pusat,0,Pengendalian Hewan
6/25/2020,Penyelamatan,Petukangan Utara,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
6/25/2020,Penyelamatan,Cipayung,Cipayung,Jakarta Timur,0,Pengendalian Hewan
6/25/2020,Penyelamatan,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Operasi Penyelamatan Lainnya
6/25/2020,Kebakaran,Jelambar,Grogol Petamburan,Jakarta Barat,"50,000,000",Bencana Kebakaran
6/25/2020,Penyelamatan,KAlideres,Kalideres,Jakarta Barat,0,Pengendalian Hewan
6/26/2020,Penyelamatan,Angke,Tambora,Jakarta Barat,0,Operasi Penyelamatan Lainnya
6/26/2020,Kebakaran,Srengseng,Kembangan,Jakarta Barat,0,Bencana Kebakaran
6/26/2020,Kebakaran,Pegangsaan Dua,Kelapa Gading,Jakarta Utara,0,Bencana Kebakaran
6/7/2020,Kebakaran,Papanggo,Tanjung Priok,Jakarta Utara,"300,000",Bencana Kebakaran
6/16/2020,Kebakaran,Tugu selatan,Koja,Jakarta Utara,0,Bencana Kebakaran
6/5/2020,Kebakaran,Cipinang Besar Utara,Jatinegara,Jakarta Timur,0,Bencana Kebakaran
6/23/2020,Kebakaran,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Bencana Kebakaran
6/26/2020,Penyelamatan,Pejagalan,Penjaringan,Jakarta Utara,0,Evakuasi Banjir / Penyelamatan Air 
6/26/2020,Kebakaran,Klender,Duren Sawit,Jakarta Timur,"5,000,000",Bencana Kebakaran
6/26/2020,Penyelamatan,Klender,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
6/26/2020,Bantuan Operasi,Pasar Minggu,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/26/2020,Bantuan Operasi,Petukangan Utara,Pesanggrahan,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/26/2020,Bantuan Operasi,Mampang Prapatan,Mampang Prapatan,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/26/2020,Bantuan Operasi,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/26/2020,Penyelamatan,Pela Mampang,Mampang Prapatan,Jakarta Selatan,0,Pengendalian Hewan
6/26/2020,Kebakaran,tebet barat,Tebet,Jakarta Selatan,0,Bencana Kebakaran
6/26/2020,Penyelamatan,Karet,Setiabudi,Jakarta Selatan,0,Pengendalian Hewan
6/26/2020,Penyelamatan,Kalideres,Kalideres,Jakarta Barat,0,Pengendalian Hewan
6/26/2020,Kebakaran,Duri Utara,Tambora,Jakarta Barat,"10,000,000",Bencana Kebakaran
6/26/2020,Kebakaran,Tegal Alur,Kalideres,Jakarta Barat,"200,000,000",Bencana Kebakaran
6/26/2020,Kebakaran,Joglo,Kembangan,Jakarta Barat,0,Bencana Kebakaran
6/26/2020,Kebakaran,Kalisari,Pasar Rebo,Jakarta Timur,0,Bencana Kebakaran
6/27/2020,Kebakaran,Angke,Tambora,Jakarta Barat,"10,000,000",Bencana Kebakaran
6/27/2020,Penyelamatan,Pejagalan,Penjaringan,Jakarta Utara,0,Evakuasi Banjir / Penyelamatan Air 
6/27/2020,Kebakaran,Kebon jeruk,Kebun Jeruk,Jakarta Barat,"75,000,000",Bencana Kebakaran
6/27/2020,Kebakaran,Pulo Gebang,Cakung,Jakarta Timur,"2,000,000",Bencana Kebakaran
6/27/2020,Penyelamatan,Kalideres,Kalideres,Jakarta Barat,0,Pengendalian Hewan
6/27/2020,Kebakaran,Semper Timur,Cilincing,Jakarta Utara,"10,000,000",Bencana Kebakaran
6/27/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Pengendalian Hewan
6/27/2020,Penyelamatan,Klender,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
6/27/2020,Penyelamatan,Menteng Atas,Setiabudi,Jakarta Selatan,0,Pengendalian Hewan
6/27/2020,Kebakaran,Jembatan Besi,Tambora,Jakarta Barat,0,Bencana Kebakaran
6/27/2020,Kebakaran,Keagungan,Tamansari,Jakarta Barat,"3,000,000",Bencana Kebakaran
6/27/2020,Kebakaran,Penjaringan,Penjaringan,Jakarta Utara,"200,000,000",Bencana Kebakaran
6/28/2020,Penyelamatan,Gondangdia,Menteng,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
6/28/2020,Kebakaran,Sunter Agung,Tanjung Priok,Jakarta Utara,"50,000,000",Bencana Kebakaran
6/28/2020,Kebakaran,Penjaringan,Penjaringan,Jakarta Utara,"50,000,000",Bencana Kebakaran
6/28/2020,Kebakaran,Srengseng,Kembangan,Jakarta Barat,0,Bencana Kebakaran
6/28/2020,Kebakaran,Srengseng,Kembangan,Jakarta Barat,0,Bencana Kebakaran
6/28/2020,Kebakaran,Pinangsia,Tamansari,Jakarta Barat,0,Bencana Kebakaran
6/28/2020,Kebakaran,Sukabumi Selatan,Kebun Jeruk,Jakarta Barat,"4,000,000",Bencana Kebakaran
6/28/2020,Penyelamatan,Cengkareng Timur,Cengkareng,Jakarta Barat,0,Pengendalian Hewan
6/28/2020,Kebakaran,Bintaro,Pesanggrahan,Jakarta Selatan,0,Bencana Kebakaran
6/28/2020,Kebakaran,Cipete Selatan,Cilandak,Jakarta Selatan,"1,000,000",Bencana Kebakaran
6/28/2020,Kebakaran,Srengseng Sawah,Jagakarsa,Jakarta Selatan,"6,000,000",Bencana Kebakaran
6/28/2020,Kebakaran,tanjung Barat,Jagakarsa,Jakarta Selatan,"30,000,000",Bencana Kebakaran
6/28/2020,Kebakaran,Kebon Pala,Makasar,Jakarta Timur,0,Bencana Kebakaran
6/28/2020,Penyelamatan,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Operasi Penyelamatan Lainnya
6/29/2020,Kebakaran,Meruya Utara,Kembangan,Jakarta Barat,"1,700,000,000",Bencana Kebakaran
6/29/2020,Penyelamatan,Ulujami,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
6/29/2020,Kebakaran,Cakung Timur,Cakung,Jakarta Timur,0,Bencana Kebakaran
6/29/2020,Bantuan Operasi,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,0,Kerja Bakti
6/29/2020,Kebakaran,Cakung Barat,Cakung,Jakarta Timur,"550,000,000",Bencana Kebakaran
6/29/2020,Penyelamatan,Pademangan Barat,Pademangan,Jakarta Utara,0,Pohon Tumbang
6/29/2020,Bantuan Operasi,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,0,Kerja Bakti
6/29/2020,Penyelamatan,Cakung Barat,Cakung,Jakarta Timur,0,Pengendalian Hewan
6/29/2020,Penyelamatan,Kebon Manggis,Matraman,Jakarta Timur,0,Operasi Penyelamatan Lainnya
6/29/2020,Kebakaran,Joglo,Kembangan,Jakarta Barat,0,Bencana Kebakaran
6/29/2020,Kebakaran,Meruya Utara,Kembangan,Jakarta Barat,0,Bencana Kebakaran
6/29/2020,Bantuan Operasi,Mampang Prapatan,Mampang Prapatan,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/29/2020,Bantuan Operasi,Petukangan Utara,Pesanggrahan,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/29/2020,Penyelamatan,Duri Pulo,Gambir,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
6/29/2020,Bantuan Operasi,Penggilingan,Cakung,Jakarta Timur,0,Kerja Bakti
6/29/2020,Penyelamatan,Tebet Barat,Tebet,Jakarta Selatan,0,Pengendalian Hewan
6/29/2020,Penyelamatan,Kramat Pela,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
6/29/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
6/29/2020,Kebakaran,Cengkareng Timur,Cengkareng,Jakarta Barat,"2,500,000,000",Bencana Kebakaran
6/29/2020,Penyelamatan,Cipete Utara,Kebayoran Baru,Jakarta Selatan,"13,000,000",Pohon Tumbang
6/30/2020,Penyelamatan,Cideng,Gambir,Jakarta Pusat,0,Pengendalian Hewan
6/30/2020,Penyelamatan,Pondok Kelapa,Duren Sawit,Jakarta Timur,0,Pengendalian Hewan
6/29/2020,Bantuan Operasi,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,0,Kesiagaan/Penjagaan
6/30/2020,Penyelamatan,Cipayung,Cipayung,Jakarta Timur,0,Pengendalian Hewan
6/30/2020,Penyelamatan,Cijantung,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
6/30/2020,Penyelamatan,Papanggo,Tanjung Priok,Jakarta Utara,0,Operasi Penyelamatan Lainnya
6/30/2020,Penyelamatan,Tugu Utara,Koja,Jakarta Utara,0,Pengendalian Hewan
6/30/2020,Kebakaran,Pesanggrahan,Pesanggrahan,Jakarta Selatan,"1,000,000",Bencana Kebakaran
6/30/2020,Penyelamatan,Kebayoran Lama Selatan,Kebayoran Lama,Jakarta Selatan,0,Pengendalian Hewan
6/30/2020,Penyelamatan,Jelambar Baru,Grogol Petamburan,Jakarta Barat,0,Pengendalian Hewan
6/4/2020,Kebakaran,Tegal Alur,Kalideres,Jakarta Barat,0,Bencana Kebakaran
6/7/2020,Kebakaran,Pulo,Kebayoran Baru,Jakarta Selatan,0,Bencana Kebakaran
6/25/2020,Kebakaran,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,"2,000,000",Bencana Kebakaran
6/29/2020,Kebakaran,Tegal Alur,Kalideres,Jakarta Barat,0,Bencana Kebakaran
3/1/2020,Penyelamatan,Klender,Duren Sawit,Jakarta Timur,0,Pohon Tumbang
3/1/2020,Kebakaran,Tugu Utara,Koja,Jakarta Utara,"1,000,000",Bencana Kebakaran
3/1/2020,Bantuan Operasi,Pulogadung,Pulogadung,Jakarta Timur,0,Kerja Bakti
3/1/2020,Bantuan Operasi,Cibubur,Ciracas,Jakarta Timur,0,Penyedotan genangan Air
3/1/2020,Bantuan Operasi,Karet Tengsin,Tanah Abang,Jakarta Pusat,0,Kerja Bakti
3/1/2020,Bantuan Operasi,Pulo gebang,Cakung,Jakarta Timur,0,Kerja Bakti
3/1/2020,Bantuan Operasi,Kampung Tengah,Kramat Jati,Jakarta Timur,0,Kerja Bakti
3/1/2020,Bantuan Operasi,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,0,Kerja Bakti
3/1/2020,Bantuan Operasi,Pejagalan,Penjaringan,Jakarta Utara,0,Kerja Bakti
3/1/2020,Penyelamatan,cikoko,Pancoran,Jakarta Selatan,0,Pengendalian Hewan
3/1/2020,Penyelamatan,Kalisari,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/1/2020,Penyelamatan,Cibubur,Ciracas,Jakarta Timur,0,Pengendalian Hewan
3/1/2020,Penyelamatan,Petukangan Selatan,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
3/1/2020,Penyelamatan,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,0,Pengendalian Hewan
3/1/2020,Penyelamatan,Cengkareng Timur,Cengkareng,Jakarta Barat,0,Pengendalian Hewan
3/1/2020,Bantuan Operasi,Paseban,Senen,Jakarta Pusat,0,Kerja Bakti
3/1/2020,Bantuan Operasi,Gunung sahari Selatan,Kemayoran,Jakarta Pusat,0,Kesiagaan/Penjagaan
3/1/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Kesiagaan/Penjagaan
3/1/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Kesiagaan/Penjagaan
3/1/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Kesiagaan/Penjagaan
3/1/2020,Bantuan Operasi,Kebon Kosong,Kemayoran,Jakarta Pusat,0,Kerja Bakti
3/1/2020,Bantuan Operasi,Pejaten Timur,Pasar Minggu,Jakarta Selatan,0,Kerja Bakti
3/1/2020,Penyelamatan,Duri pulo,Gambir,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
3/1/2020,Penyelamatan,Petukangan Utara,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
3/1/2020,Penyelamatan,Cibubur,Ciracas,Jakarta Timur,0,Pengendalian Hewan
3/1/2020,Penyelamatan,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
3/1/2020,Penyelamatan,Tanjung Duren Utara,Grogol Petamburan,Jakarta Barat,0,Operasi Penyelamatan Lainnya
3/2/2020,Kebakaran,Petukangan Utara,Pesanggrahan,Jakarta Selatan,"5,000,000",Bencana Kebakaran
3/2/2020,Penyelamatan,pejaten barat,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/2/2020,Kebakaran,Warakas,Tanjung Priok,Jakarta Utara,"300,000,000",Bencana Kebakaran
3/2/2020,Penyelamatan,Petukangan Selatan,Pesanggrahan,Jakarta Selatan,0,Pengendalian Hewan
3/2/2020,Penyelamatan,Sukapura,Cilincing,Jakarta Utara,0,Pengendalian Hewan
3/2/2020,Kebakaran,Ceger,Cipayung,Jakarta Timur,"2,000,000",Bencana Kebakaran
3/2/2020,Penyelamatan,Kalibata,Pancoran,Jakarta Selatan,0,Pengendalian Hewan
3/2/2020,Bantuan Operasi,Pulo Gebang,Cakung,Jakarta Timur,0,Penyedotan genangan Air
3/2/2020,Bantuan Operasi,Lubang Buaya,Cipayung,Jakarta Timur,0,Kerja Bakti
3/2/2020,Kebakaran,Kalideres,Kalideres,Jakarta Barat,0,Bencana Kebakaran
3/2/2020,Penyelamatan,Setu,Cipayung,Jakarta Timur,0,Pengendalian Hewan
3/2/2020,Kebakaran,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,"30,000,000",Bencana Kebakaran
3/2/2020,Kebakaran,Cakung Barat,Cakung,Jakarta Timur,"100,000,000",Bencana Kebakaran
3/2/2020,Penyelamatan,KAlisari,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/2/2020,Bantuan Operasi,Rawajati,Pancoran,Jakarta Selatan,0,Kesiagaan/Penjagaan
3/2/2020,Bantuan Operasi,Pengadegan,Pancoran,Jakarta Selatan,0,Kesiagaan/Penjagaan
3/2/2020,Bantuan Operasi,Pejaten Timur,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
3/2/2020,Bantuan Operasi,Pejaten Timur,Pasar Minggu,Jakarta Selatan,0,Kesiagaan/Penjagaan
3/2/2020,Penyelamatan,Kebon baru,Tebet,Jakarta Selatan,0,Pengendalian Hewan
3/2/2020,Penyelamatan,Cipete Utara,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
3/2/2020,Kebakaran,Ulujami,Pesanggrahan,Jakarta Selatan,0,Bencana Kebakaran
3/2/2020,Penyelamatan,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/2/2020,Penyelamatan,Tangki,Tamansari,Jakarta Barat,0,Pengendalian Hewan
3/2/2020,Penyelamatan,Sukabumi Utara,Kebun Jeruk,Jakarta Barat,0,Pengendalian Hewan
3/2/2020,Penyelamatan,Semanan,Kalideres,Jakarta Barat,0,Pengendalian Hewan
3/2/2020,Kebakaran,Warakas,Tanjung Priok,Jakarta Utara,0,Bencana Kebakaran
3/2/2020,Penyelamatan,Cipete Utara,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
3/2/2020,Bantuan Operasi,Tebet Barat,Tebet,Jakarta Selatan,0,Kerja Bakti
3/2/2020,Penyelamatan,Cilandak timur,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/2/2020,Penyelamatan,Angke,Tambora,Jakarta Barat,0,Operasi Penyelamatan Lainnya
3/3/2020,Kebakaran,makasar,Makasar,Jakarta Timur,"4,500,000",Bencana Kebakaran
3/3/2020,Bantuan Operasi,Ragunan,Pasar Minggu,Jakarta Selatan,0,Bantuan Operasi Lainnya
3/3/2020,Bantuan Operasi,Kebon Baru,Tebet,Jakarta Selatan,0,Kerja Bakti
3/3/2020,Penyelamatan,Kramat Pela,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Kalibata,Pancoran,Jakarta Selatan,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Jatinegara,Cakung,Jakarta Timur,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Penjaringan,Penjaringan,Jakarta Utara,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Lebak Bulus,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Kebon Pala,Makasar,Jakarta Timur,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Pinang Ranti,Makasar,Jakarta Timur,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Semper Barat,Cilincing,Jakarta Utara,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Kebon Kacang,Tanah Abang,Jakarta Pusat,0,Pengendalian Hewan
3/3/2020,Kebakaran,Sukapura,Cilincing,Jakarta Utara,"200,000,000",Bencana Kebakaran
3/3/2020,Penyelamatan,Kembangan Utara,Kembangan,Jakarta Barat,0,Operasi Penyelamatan Lainnya
3/3/2020,Penyelamatan,Meruya Selatan,Kembangan,Jakarta Barat,0,Pengendalian Hewan
3/3/2020,Penyelamatan,Johar Baru,Johar Baru,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
3/3/2020,Penyelamatan,Duri pulo,Gambir,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
3/4/2020,Penyelamatan,Cikini,Menteng,Jakarta Pusat,0,Penyelamatan Transportasi
3/4/2020,Penyelamatan,Bendungan Hilir,Tanah Abang,Jakarta Pusat,0,Pengendalian Hewan
3/4/2020,Penyelamatan,Kalisari,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
3/4/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/4/2020,Penyelamatan,Duri Pulo,Gambir,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
3/4/2020,Penyelamatan,Gunung sahari Selatan,Kemayoran,Jakarta Pusat,0,Pohon Tumbang
3/4/2020,Kebakaran,Pasar minggu,Pasar Minggu,Jakarta Selatan,0,Bencana Kebakaran
3/4/2020,Penyelamatan,Jagakarsa,Jagakarsa,Jakarta Selatan,0,Penyelamatan Transportasi
3/4/2020,Penyelamatan,Kebon Kacang,Tanah Abang,Jakarta Pusat,0,Pengendalian Hewan
3/4/2020,Penyelamatan,Lubang Buaya,Cipayung,Jakarta Timur,0,Pengendalian Hewan
3/4/2020,Penyelamatan,Rawamangun,Pulogadung,Jakarta Timur,0,Pengendalian Hewan
3/4/2020,Penyelamatan,Cipinang Muara,Jatinegara,Jakarta Timur,"5,000,000",Penyelamatan Collapse Structure
3/4/2020,Bantuan Operasi,kebon sirih,Menteng,Jakarta Pusat,0,Kerja Bakti
3/4/2020,Bantuan Operasi,Kebon Melati,Tanah Abang,Jakarta Pusat,0,Kerja Bakti
3/4/2020,Bantuan Operasi,Kramat,Senen,Jakarta Pusat,0,Kerja Bakti
3/4/2020,Bantuan Operasi,Pasar Baru,Sawah Besar,Jakarta Pusat,0,Kerja Bakti
3/4/2020,Bantuan Operasi,Karet Kuningan,Setiabudi,Jakarta Selatan,0,Bantuan Operasi Lainnya
3/4/2020,Kebakaran,Lubang Buaya,Cipayung,Jakarta Timur,0,Bencana Kebakaran
3/4/2020,Penyelamatan,Jatipadang,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
3/4/2020,Penyelamatan,Tanjung Duren Utara,Grogol Petamburan,Jakarta Barat,0,Pengendalian Hewan
3/4/2020,Penyelamatan,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,0,Pengendalian Hewan
3/4/2020,Penyelamatan,Palmerah,Palmerah,Jakarta Barat,0,Penyelamatan Transportasi
3/4/2020,Penyelamatan,Rawa Buaya,Cengkareng,Jakarta Barat,0,Pengendalian Hewan
3/5/2020,Kebakaran,Pejagalan,Penjaringan,Jakarta Utara,0,Bencana Kebakaran
3/4/2020,Bantuan Operasi,Cipinang Besar Utara,Jatinegara,Jakarta Timur,0,Penyedotan genangan Air
3/4/2020,Bantuan Operasi,Cakung Timur,Cakung,Jakarta Timur,0,Penyedotan genangan Air
